website,page_load_time,status
https://fonts.googleapis.com,0.729485273361206,SUCCESS
https://facebook.com,1.6565120220184326,SUCCESS
https://twitter.com,3.927048921585083,SUCCESS
https://google.com,2.110724687576294,SUCCESS
https://youtube.com,2.4711129665374756,SUCCESS
https://s.w.org,1.6883111000061035,SUCCESS
https://instagram.com,7.725100040435791,SUCCESS
https://googletagmanager.com,0.698390007019043,SUCCESS
https://linkedin.com,1.7493093013763428,SUCCESS
https://ajax.googleapis.com,2.7541608810424805,SUCCESS
